"행정구역","2022년_거주자_총인구수","2022년_거주자_연령구간인구수","2022년_거주자_0~4세","2022년_거주자_5~9세","2022년_거주자_10~14세","2022년_거주자_15~19세","2022년_거주자_20~24세","2022년_거주자_25~29세","2022년_거주자_30~34세","2022년_거주자_35~39세","2022년_거주자_40~44세","2022년_거주자_45~49세","2022년_거주자_50~54세","2022년_거주자_55~59세","2022년_거주자_60~64세","2022년_거주자_65~69세","2022년_거주자_70~74세","2022년_거주자_75~79세","2022년_거주자_80~84세","2022년_거주자_85~89세","2022년_거주자_90~94세","2022년_거주자_95~99세","2022년_거주자_100세 이상","2022년_남_거주자_총인구수","2022년_남_거주자_연령구간인구수","2022년_남_거주자_0~4세","2022년_남_거주자_5~9세","2022년_남_거주자_10~14세","2022년_남_거주자_15~19세","2022년_남_거주자_20~24세","2022년_남_거주자_25~29세","2022년_남_거주자_30~34세","2022년_남_거주자_35~39세","2022년_남_거주자_40~44세","2022년_남_거주자_45~49세","2022년_남_거주자_50~54세","2022년_남_거주자_55~59세","2022년_남_거주자_60~64세","2022년_남_거주자_65~69세","2022년_남_거주자_70~74세","2022년_남_거주자_75~79세","2022년_남_거주자_80~84세","2022년_남_거주자_85~89세","2022년_남_거주자_90~94세","2022년_남_거주자_95~99세","2022년_남_거주자_100세 이상","2022년_여_거주자_총인구수","2022년_여_거주자_연령구간인구수","2022년_여_거주자_0~4세","2022년_여_거주자_5~9세","2022년_여_거주자_10~14세","2022년_여_거주자_15~19세","2022년_여_거주자_20~24세","2022년_여_거주자_25~29세","2022년_여_거주자_30~34세","2022년_여_거주자_35~39세","2022년_여_거주자_40~44세","2022년_여_거주자_45~49세","2022년_여_거주자_50~54세","2022년_여_거주자_55~59세","2022년_여_거주자_60~64세","2022년_여_거주자_65~69세","2022년_여_거주자_70~74세","2022년_여_거주자_75~79세","2022년_여_거주자_80~84세","2022년_여_거주자_85~89세","2022년_여_거주자_90~94세","2022년_여_거주자_95~99세","2022년_여_거주자_100세 이상","2023년_거주자_총인구수","2023년_거주자_연령구간인구수","2023년_거주자_0~4세","2023년_거주자_5~9세","2023년_거주자_10~14세","2023년_거주자_15~19세","2023년_거주자_20~24세","2023년_거주자_25~29세","2023년_거주자_30~34세","2023년_거주자_35~39세","2023년_거주자_40~44세","2023년_거주자_45~49세","2023년_거주자_50~54세","2023년_거주자_55~59세","2023년_거주자_60~64세","2023년_거주자_65~69세","2023년_거주자_70~74세","2023년_거주자_75~79세","2023년_거주자_80~84세","2023년_거주자_85~89세","2023년_거주자_90~94세","2023년_거주자_95~99세","2023년_거주자_100세 이상","2023년_남_거주자_총인구수","2023년_남_거주자_연령구간인구수","2023년_남_거주자_0~4세","2023년_남_거주자_5~9세","2023년_남_거주자_10~14세","2023년_남_거주자_15~19세","2023년_남_거주자_20~24세","2023년_남_거주자_25~29세","2023년_남_거주자_30~34세","2023년_남_거주자_35~39세","2023년_남_거주자_40~44세","2023년_남_거주자_45~49세","2023년_남_거주자_50~54세","2023년_남_거주자_55~59세","2023년_남_거주자_60~64세","2023년_남_거주자_65~69세","2023년_남_거주자_70~74세","2023년_남_거주자_75~79세","2023년_남_거주자_80~84세","2023년_남_거주자_85~89세","2023년_남_거주자_90~94세","2023년_남_거주자_95~99세","2023년_남_거주자_100세 이상","2023년_여_거주자_총인구수","2023년_여_거주자_연령구간인구수","2023년_여_거주자_0~4세","2023년_여_거주자_5~9세","2023년_여_거주자_10~14세","2023년_여_거주자_15~19세","2023년_여_거주자_20~24세","2023년_여_거주자_25~29세","2023년_여_거주자_30~34세","2023년_여_거주자_35~39세","2023년_여_거주자_40~44세","2023년_여_거주자_45~49세","2023년_여_거주자_50~54세","2023년_여_거주자_55~59세","2023년_여_거주자_60~64세","2023년_여_거주자_65~69세","2023년_여_거주자_70~74세","2023년_여_거주자_75~79세","2023년_여_거주자_80~84세","2023년_여_거주자_85~89세","2023년_여_거주자_90~94세","2023년_여_거주자_95~99세","2023년_여_거주자_100세 이상","2024년_거주자_총인구수","2024년_거주자_연령구간인구수","2024년_거주자_0~4세","2024년_거주자_5~9세","2024년_거주자_10~14세","2024년_거주자_15~19세","2024년_거주자_20~24세","2024년_거주자_25~29세","2024년_거주자_30~34세","2024년_거주자_35~39세","2024년_거주자_40~44세","2024년_거주자_45~49세","2024년_거주자_50~54세","2024년_거주자_55~59세","2024년_거주자_60~64세","2024년_거주자_65~69세","2024년_거주자_70~74세","2024년_거주자_75~79세","2024년_거주자_80~84세","2024년_거주자_85~89세","2024년_거주자_90~94세","2024년_거주자_95~99세","2024년_거주자_100세 이상","2024년_남_거주자_총인구수","2024년_남_거주자_연령구간인구수","2024년_남_거주자_0~4세","2024년_남_거주자_5~9세","2024년_남_거주자_10~14세","2024년_남_거주자_15~19세","2024년_남_거주자_20~24세","2024년_남_거주자_25~29세","2024년_남_거주자_30~34세","2024년_남_거주자_35~39세","2024년_남_거주자_40~44세","2024년_남_거주자_45~49세","2024년_남_거주자_50~54세","2024년_남_거주자_55~59세","2024년_남_거주자_60~64세","2024년_남_거주자_65~69세","2024년_남_거주자_70~74세","2024년_남_거주자_75~79세","2024년_남_거주자_80~84세","2024년_남_거주자_85~89세","2024년_남_거주자_90~94세","2024년_남_거주자_95~99세","2024년_남_거주자_100세 이상","2024년_여_거주자_총인구수","2024년_여_거주자_연령구간인구수","2024년_여_거주자_0~4세","2024년_여_거주자_5~9세","2024년_여_거주자_10~14세","2024년_여_거주자_15~19세","2024년_여_거주자_20~24세","2024년_여_거주자_25~29세","2024년_여_거주자_30~34세","2024년_여_거주자_35~39세","2024년_여_거주자_40~44세","2024년_여_거주자_45~49세","2024년_여_거주자_50~54세","2024년_여_거주자_55~59세","2024년_여_거주자_60~64세","2024년_여_거주자_65~69세","2024년_여_거주자_70~74세","2024년_여_거주자_75~79세","2024년_여_거주자_80~84세","2024년_여_거주자_85~89세","2024년_여_거주자_90~94세","2024년_여_거주자_95~99세","2024년_여_거주자_100세 이상"
"부산광역시 금정구 (2641000000)","220,381","220,381","3,969","6,854","7,909","8,666","14,862","15,250","11,928","10,857","14,638","14,910","18,437","18,619","21,490","18,012","13,362","9,264","6,899","3,187","1,043","195","30","107,607","107,607","2,025","3,515","4,074","4,444","7,674","8,590","6,478","5,588","7,350","7,422","8,866","8,819","10,014","8,417","6,087","4,152","2,758","1,046","249","34","5","112,774","112,774","1,944","3,339","3,835","4,222","7,188","6,660","5,450","5,269","7,288","7,488","9,571","9,800","11,476","9,595","7,275","5,112","4,141","2,141","794","161","25","214,781","214,781","3,586","6,273","7,733","8,310","14,126","14,152","11,626","10,173","14,085","13,945","17,641","18,296","20,899","18,559","13,590","9,802","7,162","3,456","1,102","233","32","104,705","104,705","1,814","3,215","3,959","4,242","7,293","7,997","6,336","5,296","7,027","6,999","8,537","8,664","9,756","8,631","6,146","4,360","2,950","1,165","269","43","6","110,076","110,076","1,772","3,058","3,774","4,068","6,833","6,155","5,290","4,877","7,058","6,946","9,104","9,632","11,143","9,928","7,444","5,442","4,212","2,291","833","190","26","209,129","209,129","3,169","5,615","7,474","7,963","13,619","13,253","11,374","9,524","12,793","13,581","16,629","18,030","19,990","19,237","14,006","10,278","7,418","3,668","1,202","274","32","101,759","101,759","1,564","2,845","3,789","4,135","6,875","7,494","6,305","5,026","6,403","6,804","8,108","8,562","9,301","8,923","6,361","4,546","3,104","1,256","308","45","5","107,370","107,370","1,605","2,770","3,685","3,828","6,744","5,759","5,069","4,498","6,390","6,777","8,521","9,468","10,689","10,314","7,645","5,732","4,314","2,412","894","229","27"
"부산광역시 강서구 (2644000000)","142,859","142,859","7,482","11,102","8,887","5,153","4,871","7,117","10,665","14,218","16,747","10,997","8,999","7,980","9,684","7,783","4,847","2,816","2,069","966","388","77","11","74,023","74,023","3,919","5,674","4,540","2,628","2,651","3,924","5,430","7,201","9,120","6,221","4,864","4,074","4,821","3,943","2,452","1,397","799","275","74","13","3","68,836","68,836","3,563","5,428","4,347","2,525","2,220","3,193","5,235","7,017","7,627","4,776","4,135","3,906","4,863","3,840","2,395","1,419","1,270","691","314","64","8","142,069","142,069","6,517","10,735","9,380","5,590","4,558","6,710","10,081","13,018","17,311","11,431","9,171","8,067","9,360","8,283","5,107","3,050","2,182","1,031","402","79","6","73,608","73,608","3,428","5,473","4,792","2,841","2,462","3,728","5,205","6,539","9,254","6,502","5,061","4,082","4,642","4,205","2,586","1,539","874","298","78","18","1","68,461","68,461","3,089","5,262","4,588","2,749","2,096","2,982","4,876","6,479","8,057","4,929","4,110","3,985","4,718","4,078","2,521","1,511","1,308","733","324","61","5","142,460","142,460","5,984","9,988","10,087","6,116","4,399","6,334","9,812","12,351","17,029","12,389","9,513","8,128","9,008","8,662","5,516","3,315","2,145","1,155","431","92","6","73,737","73,737","3,100","5,103","5,152","3,121","2,352","3,508","5,136","6,218","8,965","6,972","5,287","4,196","4,480","4,322","2,854","1,615","899","350","89","17","1","68,723","68,723","2,884","4,885","4,935","2,995","2,047","2,826","4,676","6,133","8,064","5,417","4,226","3,932","4,528","4,340","2,662","1,700","1,246","805","342","75","5"
"부산광역시 연제구 (2647000000)","202,696","202,696","5,227","7,627","8,005","8,123","10,431","12,845","12,740","12,482","15,709","14,986","17,026","15,604","17,929","15,592","11,383","7,842","5,716","2,520","769","118","22","97,158","97,158","2,632","3,855","4,076","4,129","5,399","6,301","6,403","6,301","7,780","7,275","8,114","7,356","8,158","7,212","5,160","3,520","2,421","882","160","19","5","105,538","105,538","2,595","3,772","3,929","3,994","5,032","6,544","6,337","6,181","7,929","7,711","8,912","8,248","9,771","8,380","6,223","4,322","3,295","1,638","609","99","17","205,081","205,081","5,076","7,539","8,084","8,042","10,116","12,869","13,594","12,389","16,092","14,548","16,989","16,189","17,438","16,231","11,706","8,363","6,108","2,728","818","144","18","97,987","97,987","2,521","3,867","4,048","4,118","5,144","6,240","6,755","6,313","7,975","7,107","8,149","7,623","7,907","7,493","5,235","3,706","2,588","968","205","22","3","107,094","107,094","2,555","3,672","4,036","3,924","4,972","6,629","6,839","6,076","8,117","7,441","8,840","8,566","9,531","8,738","6,471","4,657","3,520","1,760","613","122","15","211,893","211,893","5,233","7,748","8,755","8,253","9,805","12,637","14,584","13,235","16,172","15,294","17,317","16,796","17,201","16,920","12,410","8,979","6,375","3,052","918","193","16","101,137","101,137","2,627","3,982","4,353","4,238","4,964","6,126","7,209","6,712","8,069","7,432","8,429","7,860","7,910","7,610","5,618","3,944","2,662","1,133","218","39","2","110,756","110,756","2,606","3,766","4,402","4,015","4,841","6,511","7,375","6,523","8,103","7,862","8,888","8,936","9,291","9,310","6,792","5,035","3,713","1,919","700","154","14"
"부산광역시 수영구 (2650000000)","173,703","173,703","4,092","5,360","5,593","5,809","9,161","13,892","12,719","10,795","12,549","11,865","13,813","12,584","14,997","13,754","10,410","7,486","5,394","2,449","801","159","21","81,617","81,617","2,045","2,776","2,901","2,975","4,283","6,624","6,380","5,383","6,236","5,747","6,536","5,765","6,577","6,117","4,585","3,366","2,242","830","216","26","7","92,086","92,086","2,047","2,584","2,692","2,834","4,878","7,268","6,339","5,412","6,313","6,118","7,277","6,819","8,420","7,637","5,825","4,120","3,152","1,619","585","133","14","173,419","173,419","3,764","5,220","5,639","5,785","8,675","13,504","13,037","10,332","12,662","11,459","13,769","12,794","14,477","14,268","10,609","8,084","5,630","2,629","867","198","17","81,360","81,360","1,899","2,641","2,981","2,908","4,105","6,399","6,567","5,162","6,250","5,598","6,500","5,939","6,315","6,278","4,668","3,583","2,376","922","232","33","4","92,059","92,059","1,865","2,579","2,658","2,877","4,570","7,105","6,470","5,170","6,412","5,861","7,269","6,855","8,162","7,990","5,941","4,501","3,254","1,707","635","165","13","170,842","170,842","3,423","4,839","5,687","5,600","8,171","12,763","12,969","10,115","11,967","11,369","13,375","12,968","13,737","14,560","10,890","8,481","5,788","2,940","961","219","20","79,901","79,901","1,719","2,452","3,005","2,840","3,867","5,958","6,535","5,011","5,956","5,523","6,393","6,041","6,014","6,273","4,791","3,668","2,460","1,096","243","53","3","90,941","90,941","1,704","2,387","2,682","2,760","4,304","6,805","6,434","5,104","6,011","5,846","6,982","6,927","7,723","8,287","6,099","4,813","3,328","1,844","718","166","17"
"부산광역시 사상구 (2653000000)","202,925","202,925","4,028","6,128","6,866","7,251","11,578","14,396","12,602","10,824","13,661","13,592","17,602","19,199","22,324","16,766","11,465","7,123","4,755","2,050","584","112","19","102,017","102,017","2,116","3,118","3,491","3,785","6,091","7,714","6,838","5,839","7,253","7,081","8,748","9,520","11,099","8,213","5,383","3,169","1,861","564","124","9","1","100,908","100,908","1,912","3,010","3,375","3,466","5,487","6,682","5,764","4,985","6,408","6,511","8,854","9,679","11,225","8,553","6,082","3,954","2,894","1,486","460","103","18","202,136","202,136","3,781","5,693","6,736","7,028","11,089","13,788","13,357","10,550","13,552","12,862","16,721","19,363","21,990","18,050","11,769","7,742","5,033","2,240","652","119","21","101,398","101,398","1,953","2,941","3,419","3,622","5,726","7,310","7,293","5,764","7,153","6,754","8,419","9,528","10,904","8,840","5,536","3,469","1,984","633","135","15","0","100,738","100,738","1,828","2,752","3,317","3,406","5,363","6,478","6,064","4,786","6,399","6,108","8,302","9,835","11,086","9,210","6,233","4,273","3,049","1,607","517","104","21","197,887","197,887","3,412","5,095","6,582","6,696","10,325","12,842","13,116","10,356","12,459","12,541","15,813","19,022","21,228","19,077","12,534","8,308","5,179","2,431","720","130","21","99,114","99,114","1,781","2,621","3,369","3,446","5,269","6,810","7,180","5,646","6,599","6,604","7,993","9,336","10,476","9,352","5,930","3,727","2,076","730","153","16","0","98,773","98,773","1,631","2,474","3,213","3,250","5,056","6,032","5,936","4,710","5,860","5,937","7,820","9,686","10,752","9,725","6,604","4,581","3,103","1,701","567","114","21"
"부산광역시 기장군 (2671000000)","178,179","178,179","6,573","10,529","10,365","8,320","7,888","8,682","10,357","12,779","17,839","15,555","14,296","11,463","12,404","10,742","7,852","5,651","4,080","1,938","675","162","29","88,184","88,184","3,356","5,355","5,324","4,356","4,180","4,618","5,291","6,261","8,992","7,939","7,424","5,812","5,880","4,904","3,642","2,529","1,550","594","156","17","4","89,995","89,995","3,217","5,174","5,041","3,964","3,708","4,064","5,066","6,518","8,847","7,616","6,872","5,651","6,524","5,838","4,210","3,122","2,530","1,344","519","145","25","178,287","178,287","5,782","9,861","10,608","8,459","7,714","8,637","10,152","11,831","17,747","15,552","14,763","11,966","12,341","11,362","8,128","6,103","4,234","2,110","728","180","29","88,284","88,284","2,989","5,015","5,452","4,386","4,105","4,602","5,292","5,807","8,882","7,959","7,676","6,044","5,893","5,240","3,684","2,747","1,662","648","175","24","2","90,003","90,003","2,793","4,846","5,156","4,073","3,609","4,035","4,860","6,024","8,865","7,593","7,087","5,922","6,448","6,122","4,444","3,356","2,572","1,462","553","156","27","175,163","175,163","5,103","8,769","10,919","8,535","7,309","8,154","9,898","10,914","16,364","15,740","14,983","12,278","11,952","11,758","8,537","6,314","4,349","2,304","784","169","30","86,755","86,755","2,652","4,437","5,635","4,402","3,915","4,300","5,238","5,398","8,122","8,068","7,788","6,238","5,813","5,360","3,889","2,815","1,756","722","184","20","3","88,408","88,408","2,451","4,332","5,284","4,133","3,394","3,854","4,660","5,516","8,242","7,672","7,195","6,040","6,139","6,398","4,648","3,499","2,593","1,582","600","149","27"
"대구광역시  (2700000000)","2,355,187","2,355,187","61,216","96,455","106,634","110,732","140,724","153,076","140,610","137,845","175,984","185,824","215,785","196,682","198,897","150,904","109,900","73,930","59,774","29,198","9,117","1,672","228","1,157,750","1,157,750","31,421","49,290","55,009","57,628","74,588","81,131","75,827","71,510","87,211","91,048","105,529","95,773","95,736","70,844","49,441","31,228","22,762","9,326","2,137","289","22","1,197,437","1,197,437","29,795","47,165","51,625","53,104","66,136","71,945","64,783","66,335","88,773","94,776","110,256","100,909","103,161","80,060","60,459","42,702","37,012","19,872","6,980","1,383","206","2,366,654","2,366,654","57,582","92,779","106,221","107,726","133,729","148,187","145,676","133,310","177,412","176,860","213,160","204,960","203,696","160,729","114,905","80,294","64,257","32,514","10,452","1,950","255","1,161,790","1,161,790","29,654","47,485","54,524","55,913","70,499","78,126","78,207","70,244","87,747","87,516","103,821","99,862","97,963","76,273","51,760","34,261","24,543","10,472","2,552","340","28","1,204,864","1,204,864","27,928","45,294","51,697","51,813","63,230","70,061","67,469","63,066","89,665","89,344","109,339","105,098","105,733","84,456","63,145","46,033","39,714","22,042","7,900","1,610","227","2,355,509","2,355,509","54,867","87,326","106,977","105,294","124,994","142,569","147,751","133,885","168,489","174,344","207,995","207,671","201,120","172,859","119,335","85,459","64,996","35,390","11,707","2,232","249","1,154,720","1,154,720","28,153","44,871","54,727","54,504","65,655","74,856","79,244","71,054","83,974","85,927","101,706","100,783","96,990","81,453","54,061","36,830","24,963","11,579","2,971","387","32","1,200,789","1,200,789","26,714","42,455","52,250","50,790","59,339","67,713","68,507","62,831","84,515","88,417","106,289","106,888","104,130","91,406","65,274","48,629","40,033","23,811","8,736","1,845","217"
"대구광역시 중구 (2711000000)","79,578","79,578","2,521","3,120","2,735","2,900","4,862","6,991","6,182","5,726","5,868","5,561","6,226","5,318","5,552","4,773","3,954","3,120","2,491","1,177","400","86","15","38,100","38,100","1,268","1,579","1,419","1,439","2,217","3,331","3,171","3,025","2,973","2,722","3,095","2,606","2,661","2,150","1,655","1,278","973","409","110","18","1","41,478","41,478","1,253","1,541","1,316","1,461","2,645","3,660","3,011","2,701","2,895","2,839","3,131","2,712","2,891","2,623","2,299","1,842","1,518","768","290","68","14","88,481","88,481","3,111","3,695","3,101","3,128","5,282","7,330","7,754","6,682","7,013","5,893","6,798","5,862","5,796","5,163","3,960","3,389","2,626","1,337","449","97","15","42,288","42,288","1,590","1,856","1,572","1,530","2,380","3,440","3,947","3,538","3,615","2,896","3,331","2,841","2,753","2,339","1,642","1,373","1,056","439","121","26","3","46,193","46,193","1,521","1,839","1,529","1,598","2,902","3,890","3,807","3,144","3,398","2,997","3,467","3,021","3,043","2,824","2,318","2,016","1,570","898","328","71","12","97,128","97,128","3,792","4,128","3,630","3,443","5,540","7,873","9,152","7,896","7,763","6,446","7,344","6,314","5,892","5,481","4,124","3,476","2,729","1,489","498","99","19","46,451","46,451","1,936","2,068","1,802","1,711","2,523","3,639","4,535","4,206","4,056","3,169","3,570","3,083","2,782","2,499","1,744","1,394","1,084","485","136","24","5","50,677","50,677","1,856","2,060","1,828","1,732","3,017","4,234","4,617","3,690","3,707","3,277","3,774","3,231","3,110","2,982","2,380","2,082","1,645","1,004","362","75","14"
"대구광역시 동구 (2714000000)","338,148","338,148","9,381","13,183","13,309","12,961","17,031","21,339","21,691","20,840","25,287","24,747","28,356","27,182","29,660","24,506","18,729","13,019","10,242","4,950","1,420","280","35","165,913","165,913","4,813","6,699","6,873","6,804","9,102","11,194","11,681","11,025","12,936","12,610","14,098","13,079","13,941","11,160","8,439","5,516","3,934","1,612","344","49","4","172,235","172,235","4,568","6,484","6,436","6,157","7,929","10,145","10,010","9,815","12,351","12,137","14,258","14,103","15,719","13,346","10,290","7,503","6,308","3,338","1,076","231","31","341,481","341,481","9,155","12,839","13,304","12,877","16,477","20,854","22,818","20,645","25,638","23,959","28,325","28,263","29,740","25,581","19,125","13,710","10,911","5,312","1,605","305","38","167,136","167,136","4,686","6,504","6,907","6,734","8,707","10,800","12,226","10,989","13,162","12,233","14,010","13,630","13,915","11,776","8,611","5,851","4,224","1,706","403","58","4","174,345","174,345","4,469","6,335","6,397","6,143","7,770","10,054","10,592","9,656","12,476","11,726","14,315","14,633","15,825","13,805","10,514","7,859","6,687","3,606","1,202","247","34","341,009","341,009","8,620","11,978","13,284","12,645","15,708","20,136","23,440","20,752","24,309","23,668","28,020","28,548","29,170","27,226","19,744","14,567","11,131","5,786","1,878","358","41","166,624","166,624","4,445","6,162","6,831","6,638","8,229","10,384","12,546","11,132","12,544","11,997","13,892","13,734","13,720","12,506","8,835","6,225","4,338","1,918","479","65","4","174,385","174,385","4,175","5,816","6,453","6,007","7,479","9,752","10,894","9,620","11,765","11,671","14,128","14,814","15,450","14,720","10,909","8,342","6,793","3,868","1,399","293","37"
"대구광역시 서구 (2717000000)","158,880","158,880","2,261","3,968","4,472","5,169","7,803","10,177","8,808","7,497","9,339","10,597","14,229","15,942","17,830","14,210","10,711","6,996","5,538","2,488","697","130","18","78,980","78,980","1,214","2,045","2,213","2,696","4,208","5,527","5,104","4,218","5,044","5,686","7,252","8,006","8,534","6,529","4,789","2,896","2,087","783","133","15","1","79,900","79,900","1,047","1,923","2,259","2,473","3,595","4,650","3,704","3,279","4,295","4,911","6,977","7,936","9,296","7,681","5,922","4,100","3,451","1,705","564","115","17","163,213","163,213","2,720","4,065","4,603","5,030","7,266","9,920","10,287","8,064","9,987","10,195","13,802","16,350","18,083","14,775","10,990","7,520","5,852","2,753","774","159","18","80,961","80,961","1,463","2,092","2,263","2,597","3,914","5,267","5,886","4,616","5,376","5,455","7,044","8,130","8,745","6,836","4,876","3,130","2,218","864","165","23","1","82,252","82,252","1,257","1,973","2,340","2,433","3,352","4,653","4,401","3,448","4,611","4,740","6,758","8,220","9,338","7,939","6,114","4,390","3,634","1,889","609","136","17","162,326","162,326","2,899","3,955","4,611","4,815","6,541","9,276","10,544","8,470","9,645","9,868","13,082","15,992","17,507","15,713","11,387","7,944","5,958","3,032","894","172","21","80,388","80,388","1,539","2,057","2,284","2,437","3,526","4,901","5,935","4,838","5,226","5,239","6,824","7,918","8,588","7,227","5,007","3,397","2,258","964","198","25","0","81,938","81,938","1,360","1,898","2,327","2,378","3,015","4,375","4,609","3,632","4,419","4,629","6,258","8,074","8,919","8,486","6,380","4,547","3,700","2,068","696","147","21"
"대구광역시 남구 (2720000000)","140,602","140,602","2,512","3,470","3,839","4,953","8,287","10,741","8,857","7,629","8,965","9,524","12,115","11,321","12,906","11,263","8,738","6,320","5,384","2,722","880","155","21","67,316","67,316","1,341","1,779","2,006","2,545","3,965","5,399","4,787","4,059","4,533","4,689","6,054","5,449","5,984","5,133","3,796","2,570","2,079","898","223","27","0","73,286","73,286","1,171","1,691","1,833","2,408","4,322","5,342","4,070","3,570","4,432","4,835","6,061","5,872","6,922","6,130","4,942","3,750","3,305","1,824","657","128","21","138,278","138,278","2,383","3,265","3,831","4,565","7,874","10,214","9,018","7,162","8,901","8,882","11,623","11,496","12,599","11,496","8,731","6,590","5,592","2,873","985","174","24","65,977","65,977","1,261","1,694","1,984","2,355","3,763","5,003","4,831","3,870","4,471","4,394","5,772","5,554","5,897","5,252","3,796","2,669","2,152","964","257","37","1","72,301","72,301","1,122","1,571","1,847","2,210","4,111","5,211","4,187","3,292","4,430","4,488","5,851","5,942","6,702","6,244","4,935","3,921","3,440","1,909","728","137","23","135,377","135,377","2,287","2,989","3,729","4,309","7,298","9,512","9,045","7,014","8,303","8,506","11,221","11,498","12,032","11,901","8,936","6,879","5,506","3,098","1,079","210","25","64,480","64,480","1,192","1,563","1,931","2,229","3,465","4,590","4,824","3,882","4,204","4,178","5,588","5,635","5,599","5,386","3,929","2,804","2,097","1,038","310","33","3","70,897","70,897","1,095","1,426","1,798","2,080","3,833","4,922","4,221","3,132","4,099","4,328","5,633","5,863","6,433","6,515","5,007","4,075","3,409","2,060","769","177","22"
"대구광역시 북구 (2723000000)","429,673","429,673","11,453","17,660","19,461","21,719","29,972","29,405","25,494","24,855","31,460","35,554","41,432","35,922","34,926","24,686","17,718","12,002","9,816","4,480","1,373","244","41","213,349","213,349","5,842","8,998","10,037","11,218","16,000","16,032","13,830","13,068","15,678","17,208","20,453","17,653","17,199","11,803","7,944","4,916","3,738","1,389","307","34","2","216,324","216,324","5,611","8,662","9,424","10,501","13,972","13,373","11,664","11,787","15,782","18,346","20,979","18,269","17,727","12,883","9,774","7,086","6,078","3,091","1,066","210","39","418,407","418,407","9,844","16,231","18,807","20,255","28,233","28,027","25,317","22,908","30,502","32,484","40,167","36,963","35,117","25,910","17,945","12,740","10,212","4,862","1,549","291","43","207,401","207,401","5,059","8,276","9,628","10,468","14,936","15,266","13,736","12,308","15,107","15,883","19,607","18,314","17,111","12,510","8,111","5,267","3,827","1,579","352","51","5","211,006","211,006","4,785","7,955","9,179","9,787","13,297","12,761","11,581","10,600","15,395","16,601","20,560","18,649","18,006","13,400","9,834","7,473","6,385","3,283","1,197","240","38","411,821","411,821","9,020","14,633","18,487","19,478","26,270","27,081","25,242","22,429","28,323","30,968","39,362","37,701","34,795","28,055","18,607","13,430","10,460","5,343","1,754","343","40","203,888","203,888","4,619","7,498","9,499","9,972","13,813","14,724","13,769","12,082","14,164","15,181","19,182","18,605","16,962","13,519","8,501","5,663","3,897","1,757","423","52","6","207,933","207,933","4,401","7,135","8,988","9,506","12,457","12,357","11,473","10,347","14,159","15,787","20,180","19,096","17,833","14,536","10,106","7,767","6,563","3,586","1,331","291","34"
"대구광역시 수성구 (2726000000)","410,184","410,184","8,838","18,096","23,710","24,701","25,837","23,791","19,979","20,630","31,447","35,974","40,612","33,602","31,067","24,230","17,607","12,398","10,100","5,393","1,794","331","47","197,995","197,995","4,580","9,277","12,324","13,076","14,004","12,562","10,510","9,839","14,288","16,453","19,221","16,323","14,874","11,262","7,764","5,299","3,970","1,844","459","62","4","212,189","212,189","4,258","8,819","11,386","11,625","11,833","11,229","9,469","10,791","17,159","19,521","21,391","17,279","16,193","12,968","9,843","7,099","6,130","3,549","1,335","269","43","406,003","406,003","8,269","17,401","23,278","23,872","24,400","22,739","20,472","19,772","31,339","33,774","39,878","34,635","31,361","25,053","18,173","12,983","10,522","5,688","1,976","372","46","195,557","195,557","4,282","9,017","12,027","12,604","13,243","11,920","10,596","9,625","14,162","15,672","18,656","16,758","14,971","11,739","8,036","5,549","4,133","1,951","550","63","3","210,446","210,446","3,987","8,384","11,251","11,268","11,157","10,819","9,876","10,147","17,177","18,102","21,222","17,877","16,390","13,314","10,137","7,434","6,389","3,737","1,426","309","43","407,797","407,797","8,193","17,055","23,768","23,352","22,877","22,159","21,019","20,389","30,280","33,826","38,830","35,608","31,467","26,882","18,854","13,790","10,695","6,120","2,169","424","40","196,111","196,111","4,187","8,868","12,232","12,298","12,424","11,565","10,859","10,043","13,782","15,745","18,136","17,066","15,032","12,449","8,429","5,910","4,224","2,151","630","77","4","211,686","211,686","4,006","8,187","11,536","11,054","10,453","10,594","10,160","10,346","16,498","18,081","20,694","18,542","16,435","14,433","10,425","7,880","6,471","3,969","1,539","347","36"
